,Name,Price,Rate,property,carpet-area,status,floor,transaction,facing,overlooking,ownership,parking,bathroom,balcony
2204,"3 BHK House for Sale in Sector 35, Noida City centre Metro Noida",₹85 Lac ,₹4741 per sqft ,,2100 sqft,Ready to Move,Ground out of 2,Resale,East,"Garden/Park, Pool",Freehold,,2,3
2205,"2 BHK Flat for Sale in Sultanpur, New Delhi",₹32 Lac ,₹6824 per sqft ,,925 sqft,Ready to Move,2 out of 3,Resale,East,,Freehold,,2,2
2206,"2 BHK Flat for Sale in Amrapali Zodiac, Sector 120, Noida",₹73.4 Lac ,₹10305 per sqft ,,450 sqft,Ready to Move,8 out of 8,Resale,North - East,,Leasehold,,3,2
2207,"2 BHK Flat for Sale in Godrej Nature Plus, Sohna Sector 33, Gurgaon",₹1.35 Cr ,₹14843 per sqft ,,645 sqft,Poss. by Jan '28,Ground out of 4,New Property,East,,,,2,2
2208,"2 BHK Flat for Sale in Ambience Creacions, Sector 22, Gurgaon",₹1.98 Cr ,₹3736 per sqft ,,,Poss. by Sep '23,7 out of 19,Resale,,,,,2,1
2209,3 BHK House for Sale in Jalalpur Greater Noida,₹51 Lac ,₹5500 per sqft ,,,Ready to Move,1 out of 3,Resale,,,,,2,4
2210,"2 BHK Flat for Sale in Vaishali Sector 2, Ghaziabad",₹55 Lac ,₹10554 per sqft ,,,Ready to Move,Ground out of 3,Resale,,,,,2,
2211,"2 BHK Flat for Sale in Eldeco Live By The Greens, Sector 150, Pusta Road, Noida",₹1.08 Cr ,₹5056 per sqft ,,,Poss. by Jun '25,26 out of 28,Resale,,,,,2,
2212,3 BHK House for Sale in Pratap Vihar Ghaziabad,₹80 Lac ,₹16667 per sqft ,,,Ready to Move,,Resale,,,,,> 10,
2213,"> 10 BHK House for Sale in Gandhi Vihar, Gopalpur Village New Delhi",₹7 Cr ,₹3652 per sqft ,,,Ready to Move,,Resale,,,,,3,
2214,"3 BHK Villa for Sale in Green Villa 2 , Greater Noida West Greater Noida",₹84 Lac ,₹5263 per sqft ,,,Poss. by Jun '24,,New Property,,,,,3,
2215,7 BHK House for Sale in Shahdara New Delhi,₹90 Lac ,₹5612 per sqft ,,,Ready to Move,,Resale,,,,,2,
2216,"3 BHK Flat for Sale in Sector 92, Gurgaon",₹55 Lac ,₹4889 per sqft ,,,Ready to Move,,Resale,,,,,3,
2217,"3 BHK Flat for Sale in Neb Sarai, New Delhi",₹55 Lac ,₹2571 per sqft ,,,Ready to Move,,Resale,,,,,1,
2218,1 BHK Flat for Sale in Ghaziabad,₹13.5 Lac ,₹5750 per sqft ,,,Poss. by Dec '24,,Resale,,,,,2,
2219,"3 BHK Flat for Sale in RG Luxury Homes Phase 2, Greater Noida West, Greater Noida",₹67.6 Lac ,,,,,,New Property,,,,,,
2220,"5 BHK Flat for Sale in Sector 37, Gurgaon",₹2.20 Cr ,₹6637 per sqft ,,580 sqft,Ready to Move,10 out of 20,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,5,1
2221,2 BHK House for Sale in Sector-37 Greater Noida,₹70 Lac ,₹5419 per sqft ,,1200 sqft,Ready to Move,1 out of 4,Resale,South - East,"Pool, Garden/Park, Main Road",Leasehold,"1 Covered,",2,5
2222,"6 BHK House for Sale in Fyaz Ganj, Sadar Bazaar New Delhi",₹2.50 Cr ,₹10643 per sqft ,,1200 sqft,Ready to Move,Ground out of 13,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,6,4
2223,"2 BHK Flat for Sale in Jhangir Puri, New Delhi",₹23 Lac ,₹3966 per sqft ,,1700 sqft,Ready to Move,4 out of 4,Resale,North - East,Pool,Freehold,"2 Covered,",1,3
2224,"3 BHK Flat for Sale in Ashiana Mulberry, Sohna Sector 2, Gurgaon",₹1.15 Cr ,₹6647 per sqft ,,4200 sqft,Ready to Move,7 out of 12,Resale,North - East,"Pool, Garden/Park",Freehold,3 Covered,3,4
2225,"10 BHK House for Sale in Sector 36 Block B, Noida City centre Metro Noida",₹12 Cr ,₹1200 per sqft ,,1330 sqft,Ready to Move,20 out of 20,Resale,North - West,Main Road,Freehold,2 Covered,10,4
2226,"3 BHK Flat for Sale in Gokul Apartments, Sector 45, Mathura Road, Faridabad",₹87 Lac ,₹5387 per sqft ,,1250 sqft,Ready to Move,12 out of 30,Resale,North - East,Main Road,Power Of Attorney,1 Covered,3,5
2227,"3 BHK Flat for Sale in Supertech Ecociti, Sector 137, Noida Express Way, Noida",₹75 Lac ,₹5792 per sqft ,,900 sqft,Ready to Move,Ground out of 2,Resale,East,Main Road,Freehold,,2,2
2228,"2 BHK Flat for Sale in M3M Skywalk, Sector 74, Delhi Gurgaon Expressway, Gurgaon",₹1.40 Cr ,₹9831 per sqft ,,675 sqft,Ready to Move,22 out of 34,Resale,South -West,"Garden/Park, Pool, Main Road",Freehold,,2,2
2229,3 BHK House for Sale in Greater Noida West Noida,₹70 Lac ,₹7778 per sqft ,,1100 sqft,Ready to Move,8 out of 18,Resale,North - West,Garden/Park,Freehold,,3,1
2230,"4 BHK Flat for Sale in Pareena Sec68, Sector 68, Gurgaon",₹1.70 Cr ,₹8500 per sqft ,,1100 sqft,Ready to Move,1 out of 3,Resale,East,Main Road,Freehold,,4,2
2231,"5 BHK Flat for Sale in Unitech The World Spa, Sector 30, Gurgaon",₹9.50 Cr ,₹18269 per sqft ,,450 sqft,Ready to Move,Ground out of 3,Resale,East,Garden/Park,Freehold,,6,1
2232,"2 BHK Flat for Sale in Vikaspuri Extension Pocket A Part 1, Vikaspuri, New Delhi",₹56 Lac ,₹7467 per sqft ,,120 sqyrd,Ready to Move,2 out of 5,Resale,North,"Garden/Park, Main Road",Freehold,,2,2
2233,"3 BHK Flat for Sale in Sector 49, Faridabad",₹48 Lac ,₹3310 per sqft ,,350 sqyrd,Ready to Move,1 out of 3,Resale,North - West,Main Road,Freehold,,3,3
2234,"3 BHK Flat for Sale in Chhattarpur, New Delhi",₹75 Lac ,₹5172 per sqft ,,1750 sqft,Ready to Move,Ground out of 4,New Property,East,Main Road,Freehold,,3,2
2235,"2 BHK Flat for Sale in New Colony, Sector 7, Gurgaon",₹50 Lac ,₹5263 per sqft ,,760 sqft,Ready to Move,2 out of 3,Resale,,,Freehold,,2,1
2236,"2 BHK Flat for Sale in Jasola Pocket 12 LIG Flats, Jasola, New Delhi",₹63 Lac ,₹13889 per sqft ,,,Ready to Move,2 out of 3,Resale,,,Freehold,,2,1
2237,3 BHK House for Sale in Sector 39 Noida,₹2.50 Cr ,₹5769 per sqft ,,,Ready to Move,Ground out of 4,Resale,,,,,3,2
2238,"3 BHK Flat for Sale in Kamla Nagar, New Delhi",₹60 Lac ,₹4938 per sqft ,,,Ready to Move,12 out of 14,New Property,,,,,2,1
2239,"1 BHK Flat for Sale in Mandawali, New Delhi",₹20 Lac ,₹10333 per sqft ,,,Ready to Move,2 out of 5,Resale,,,,,1,2
2240,"3 BHK Flat for Sale in Mansarovar garden, New Delhi",₹1.55 Cr ,₹8667 per sqft ,,,Ready to Move,Ground out of 2,New Property,,,,,3,3
2241,"2 BHK Flat for Sale in Godrej Aria, Sector 79, Gurgaon",₹1.30 Cr ,₹7812 per sqft ,,,Ready to Move,3 out of 4,Resale,,,,,2,
2242,"3 BHK Flat for Sale in Royce Vaishali, Vaishali, Ghaziabad",₹1.25 Cr ,₹12500 per sqft ,,,Ready to Move,2 out of 4,Resale,,,,,3,
2243,7 BHK House for Sale in Patel Nagar 2 Ghaziabad,₹4.25 Cr ,₹10000 per sqft ,,,Ready to Move,4 out of 4,Resale,,,,,6,
2244,"1 BHK Flat for Sale in DDA LIG Flats, Mayur Vihar 3, New Delhi",₹45 Lac ,₹7593 per sqft ,,,Ready to Move,2 out of 2,Resale,,,,,1,
2245,"3 BHK Flat for Sale in Ramesh Nagar, New Delhi",₹82 Lac ,₹8413 per sqft ,,,Ready to Move,4 out of 26,Resale,,,,,3,
2246,"4 BHK Flat for Sale in Ansal API Esencia, Esencia, Sector 67, Sohna Road, Gurgaon",₹2.65 Cr ,₹13000 per sqft ,,,Ready to Move,2 out of 18,Resale,,,,,3,
2247,"4 BHK Flat for Sale in Emaar Mgf Emerald Floors , Sector 65, Gurgaon",₹2.34 Cr ,₹10464 per sqft ,,,Ready to Move,,Resale,,,,,4,
2248,"2 BHK Flat for Sale in Hero Homes Phase 2, Dhanwanpur Village, Sector 104, Gurgaon",₹1.04 Cr ,₹5796 per sqft ,,,Poss. by Jun '24,,Resale,,,,,2,
2249,"3 BHK Flat for Sale in Jaipuria Sunrise Greens, Indirapuram, Ghaziabad",₹1.03 Cr ,,,,Ready to Move,,Resale,,,,,2,
2250,"2 BHK Flat for Sale in Gaur Green Vista, Indirapuram, Ghaziabad",₹63 Lac ,₹5780 per sqft ,,2400 sqft,Ready to Move,6 out of 13,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,2,2
2251,3 BHK House for Sale in Sector 56 Noida,₹2 Cr ,₹11469 per sqft ,,390 sqft,Ready to Move,2 out of 4,Resale,East,Main Road,Freehold,1 Open,2,3
2252,8 BHK Villa for Sale in Sector 56 Noida,₹6 Cr ,₹15000 per sqft ,,100 sqft,Ready to Move,1 out of 4,Resale,North - East,Main Road,Freehold,1 Open,9,2
2253,"2 BHK Flat for Sale in Sector 58, Noida",₹57.2 Lac ,₹2600 per sqft ,,55 sqft,Ready to Move,5 out of 5,Resale,North - East,Garden/Park,Freehold,2 Covered,1,1
2254,"1 BHK Flat for Sale in Vaishali Sector 6, Ghaziabad",₹22 Lac ,₹4536 per sqft ,,110 sqyrd,Ready to Move,1 out of 4,Resale,East,"Pool, Main Road",Freehold,1 Open,1,2
2255,"3 BHK Flat for Sale in Nirala Estate Phase 2, Noida Extension, Noida",₹97.2 Lac ,₹7020 per sqft ,,1250 sqft,Poss. by Nov '24,2 out of 3,New Property,South - East,Garden/Park,Freehold,1 Covered,2,2
2256,"4 BHK Flat for Sale in Vodafone Belvedere Towers Rapid Metro, Gurgaon",₹3.50 Cr ,₹12500 per sqft ,,1550 sqft,Ready to Move,26 out of 36,Resale,North - East,Garden/Park,Leasehold,,4,1
2257,"4 BHK Flat for Sale in Ansal API Esencia, Sector 67, Gurgaon",₹2.25 Cr ,₹7143 per sqft ,,190 sqm,Ready to Move,12 out of 12,New Property,South -West,Main Road,Freehold,,4,2
2258,"2 BHK Flat for Sale in West Rohtash Nagar, New Delhi",₹24 Lac ,₹5333 per sqft ,,1009 sqft,Ready to Move,1 out of 3,Resale,South - East,Garden/Park,Freehold,,1,1
2259,"3 BHK Flat for Sale in ATS Picturesque Reprieves, Sector 152, Noida Express Way, Noida",₹1.80 Cr ,₹7660 per sqft ,,1900 sqft,Ready to Move,1 out of 4,Resale,East,Garden/Park,Freehold,,4,1
2260,"2 BHK Flat for Sale in Devika Skypers, Raj Nagar Extension, Ghaziabad",₹26 Lac ,₹3444 per sqft ,,2000 sqft,Ready to Move,Ground out of 4,Resale,East,,Leasehold,,2,2
2261,"3 BHK Flat for Sale in Janakpuri, New Delhi",₹1.25 Cr ,₹104167 per sqft ,,2000 sqft,Ready to Move,1 out of 3,Resale,,,,,2,1
2262,"2 BHK Flat for Sale in Sadbhawana Apartment, Raja Puri, New Delhi",₹26 Lac ,₹12626 per sqft ,,,Ready to Move,Ground out of 4,Resale,,,,,1,1
2263,"2 BHK Flat for Sale in AG1 Pocket Vikaspuri, Vikaspuri, New Delhi",₹1.25 Cr ,₹13228 per sqft ,,,Ready to Move,18 out of 18,New Property,,,,,2,3
2264,"3 BHK Flat for Sale in Ahinsa Khand-2, Indirapuram, Ghaziabad",₹1.15 Cr ,₹11875 per sqft ,,,Ready to Move,4 out of 8,Resale,,,,,3,3
2265, House for Sale in Jaitpur New Delhi,₹2.25 Cr ,₹3731 per sqft ,,,Ready to Move,Ground out of 3,Resale,,,,,3,1
2266,"3 BHK Flat for Sale in DDA Nilgiri Apartment, Alaknanda, New Delhi",₹1.90 Cr ,₹2639 per sqft ,,,Ready to Move,3 out of 3,Resale,,,,,3,6
2267,"3 BHK Flat for Sale in Sector 58, Noida",₹50 Lac ,₹5000 per sqft ,,,Ready to Move,2 out of 4,Resale,,,,,3,
2268,10 BHK House for Sale in Sector 58 Noida,₹1.90 Cr ,₹3917 per sqft ,,,Ready to Move,2 out of 4,Resale,,,,,4,
2269,"2 BHK Flat for Sale in Sector 65, Noida",₹50 Lac ,₹15157 per sqft ,,,Ready to Move,10 out of 24,Resale,,,,,2,
2270,3 BHK House for Sale in Sector 65 Noida,₹23.5 Lac ,₹13333 per sqft ,,,Ready to Move,3 out of 5,Resale,,,,,2,
2271,"9 BHK House for Sale in Sector 45, Noida Express Way Noida",₹3.10 Cr ,₹3546 per sqft ,,,Ready to Move,Ground out of 4,Resale,,,,,3,
2272,"2 BHK Flat for Sale in DDA Flats Munirka, Munirka, New Delhi",₹1.60 Cr ,₹13333 per sqft ,,,Ready to Move,,Resale,,,,,2,
2273,"3 BHK Villa for Sale in Heritage Floors Villa, Greater Noida West Greater Noida",₹50 Lac ,₹16071 per sqft ,,,Ready to Move,,Resale,,,,,3,
2274,"4 BHK Flat for Sale in Naraina Vihar, New Delhi",₹3.60 Cr ,₹4082 per sqft ,,,Ready to Move,,Resale,,,,,4,
2275,"3 BHK Flat for Sale in Saraswati Garden, Ramesh Nagar, New Delhi",₹2.25 Cr ,₹4376 per sqft ,,,Ready to Move,,New Property,,,,,3,
2276,"3 BHK Flat for Sale in Assotech Breeze, Sector 88, Gurgaon",₹60 Lac ,₹12500 per sqft ,,,Ready to Move,,Resale,,,,,3,
2277,"2 BHK Flat for Sale in Chhattarpur, New Delhi",₹40 Lac ,₹6036 per sqft ,,,Ready to Move,,Resale,,,,,2,
2278,"3 BHK Flat for Sale in Chitrakut Apartment, Vishwas Nagar, New Delhi",₹1.25 Cr ,,,,Ready to Move,,Resale,,,,,3,
2279,"3 BHK Flat for Sale in Amrapali Princely Estate, Sector 76, Noida",₹1.50 Cr ,,,,,,Resale,,,,,4,
2280,"3 BHK Flat for Sale in Emaar Palm Heights, Sector 77, Delhi Gurgaon Expressway, Gurgaon",₹1.85 Cr ,₹9250 per sqft ,Growmax Wealth Management Services,2000 sqft,Ready to Move,8 out of 28,Resale,North,"Garden/Park, Main Road",Freehold,1 Covered,3,4
2281,4 BHK House for Sale in Sector 3 Gurgaon,₹53 Lac ,₹11200 per sqft ,,1150 sqft,Ready to Move,2 out of 4,Resale,North - West,"Garden/Park, Main Road",Freehold,1 Open,3,1
2282,"3 BHK Flat for Sale in Rajdhani Nikunj Apartment Patparganj, Indraprastha Extension, Patparganj, New Delhi",₹1.40 Cr ,₹18613 per sqft ,,890 sqft,Ready to Move,Ground out of 3,Resale,East,Garden/Park,Freehold,1 Covered,2,2
2283,1 BHK Flat for Sale in New Delhi,₹51 Lac ,₹3419 per sqft ,,1000 sqft,Ready to Move,2 out of 11,Resale,North - West,"Garden/Park, Pool, Main Road",Co-operative Society,"1 Covered,",1,3
2284,"1 BHK Flat for Sale in Aditya Urban Homes, NH 24, Ghaziabad",₹20 Lac ,₹2376 per sqft ,,1650 sqft,Ready to Move,Ground out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,"2 Covered,",1,3
2285,"2 BHK Flat for Sale in Vihaan Galaxy, Greater Noida West, Greater Noida",₹24 Lac ,₹6325 per sqft ,,1650 sqft,Ready to Move,12 out of 16,New Property,East,"Garden/Park, Main Road",Freehold,2 Open,2,2
2286,"2 BHK Flat for Sale in Siddhartha Vihar, NH 24, Ghaziabad",₹32 Lac ,₹3692 per sqft ,,800 sqft,Ready to Move,1 out of 4,Resale,North - East,"Garden/Park, Main Road",Freehold,"1 Covered,",1,1
2287,2 BHK Flat for Sale in Noida,₹50 Lac ,₹4148 per sqft ,,180 sqyrd,Ready to Move,1 out of 3,Resale,North - East,Main Road,Freehold,1 Open,2,2
2288,"2 BHK Flat for Sale in Uttam Nagar, New Delhi",₹24 Lac ,₹8333 per sqft ,,525 sqft,Ready to Move,1 out of 3,Resale,North,"Garden/Park, Main Road",Freehold,2 Open,2,3
2289,3 BHK House for Sale in Sector 55 Faridabad,₹28 Lac ,₹4286 per sqft ,,900 sqft,Ready to Move,2 out of 2,Resale,East,,Freehold,1 Open,2,2
2290,7 BHK Villa for Sale in Sector 55 Noida,₹5 Cr ,₹12500 per sqft ,,1450 sqft,Ready to Move,18 out of 34,Resale,,,Leasehold,2 Covered,7,1
2291,"7 BHK Villa for Sale in Sector 55 RWA, Sector 55 Noida",₹3 Cr ,₹2603 per sqft ,,590 sqft,Ready to Move,Ground out of 13,Resale,,,Freehold,,6,3
2292,3 BHK Villa for Sale in Sector 55 Noida,₹3.75 Cr ,₹7273 per sqft ,,,Ready to Move,3 out of 4,Resale,,,,,4,1
2293,"3 BHK Flat for Sale in Sector 56, Noida",₹16.4 Lac ,₹605870 per sqft ,,,Ready to Move,3 out of 7,Resale,,,,,2,
2294,"1 BHK Flat for Sale in Sector 56, Noida",₹40 Lac ,₹13477 per sqft ,,,Poss. by Sep '23,2 out of 4,Resale,,,,,1,
2295,3 BHK House for Sale in Rohini New Delhi,₹60 Cr ,₹3214 per sqft ,,,Ready to Move,2 out of 4,Resale,,,,,2,
2296,"3 BHK Flat for Sale in Godrej Meridien, Sector 106, Gurgaon",₹2.50 Cr ,₹6444 per sqft ,,,Ready to Move,3 out of 3,New Property,,,,,3,
2297,"2 BHK Flat for Sale in Piyush Heights, Sector 89, Faridabad",₹45 Lac ,₹9429 per sqft ,,,Ready to Move,2 out of 3,Resale,,,,,2,
2298,"3 BHK Flat for Sale in Sector 28, Mathura Road, Faridabad",₹1.45 Cr ,₹3077 per sqft ,,,Ready to Move,Ground out of 3,Resale,,,,,3,
2299,"4 BHK Flat for Sale in City Apartment, Vasundhara Enclave, New Delhi",₹1.65 Cr ,₹9195 per sqft ,,,Ready to Move,2 out of 3,Resale,,,,,3,
2300,3 BHK Villa for Sale in Sector 1 Greater Noida,₹60 Lac ,₹18889 per sqft ,,,Ready to Move,4 out of 7,Resale,,,,,2,
2301,"3 BHK Flat for Sale in Basai Darapur, Bali Nagar, New Delhi",₹1.20 Cr ,₹24390 per sqft ,,,Ready to Move,1 out of 4,Resale,,,,,3,
2302,"2 BHK Flat for Sale in Kalkaji, New Delhi",₹1.70 Cr ,₹2750 per sqft ,,,Ready to Move,7 out of 10,New Property,,,,,2,
2303,"3 BHK Flat for Sale in Yojana Vihar RWA, Yojna Vihar, Anand Vihar, New Delhi",₹4.05 Cr ,₹8889 per sqft ,,,Ready to Move,,Resale,,,,,3,
2304,"1 BHK Flat for Sale in Shalimar Garden Extension 1, Ghaziabad",₹16.5 Lac ,₹7391 per sqft ,,,Ready to Move,,Resale,,,,,1,
2305,"2 BHK Flat for Sale in RWA Malviya Nagar, Malviya Nagar, New Delhi",₹1.20 Cr ,₹12714 per sqft ,,,Ready to Move,,Resale,,,,,2,
2306,"2 BHK Flat for Sale in Express View Apartments, Sector 93, Noida Express Way, Noida",₹85 Lac ,₹4545 per sqft ,,,Ready to Move,,Resale,,,,,2,
2307,"3 BHK Flat for Sale in CGHS Kirti Apartments, Mayur Vihar 1, New Delhi",₹1.78 Cr ,₹4883 per sqft ,,,Ready to Move,,Resale,,,,,2,
2308, Studio Apartment for Sale in New Delhi,₹25 Lac ,,,,,,Resale,,,,,1,
2309,"4 BHK Flat for Sale in Sector 95, Gurgaon",₹1.25 Cr ,,,,,,Resale,,,,,4,
2310,"3 BHK Flat for Sale in Burari, New Delhi",₹37 Lac ,₹3737 per sqft ,Rajiv Ranjan,890 sqft,Ready to Move,3 out of 4,Resale,South - East,Main Road,Leasehold,1 Covered,2,3
2311,"3 BHK Flat for Sale in Stellar Jeevan, Sector 1 Greater Noida West, Greater Noida",₹87 Lac ,₹6042 per sqft ,,900 sqft,Ready to Move,Ground out of 14,Resale,South - East,"Garden/Park, Main Road",Freehold,2 Open,3,3
2312,7 BHK House for Sale in Shakti Nagar Gurgaon,₹95 Lac ,₹10556 per sqft ,,1350 sqft,Ready to Move,Ground out of 3,Resale,West,Garden/Park,Freehold,1 Open,4,2
2313,"3 BHK Flat for Sale in Sohna Gurgaon Road, Gurgaon",₹80 Lac ,₹4878 per sqft ,,1100 sqft,Ready to Move,3 out of 4,Resale,East,"Garden/Park, Pool, Main Road",Freehold,1 Covered,3,1
2314,"2 BHK Flat for Sale in Dakshini Pitampura, New Delhi",₹75 Lac ,₹9375 per sqft ,,1251 sqft,Ready to Move,1 out of 4,Resale,North - East,Garden/Park,Freehold,"1 Covered,",1,4
2315,"4 BHK Flat for Sale in Dwarka Sector 15, New Delhi",₹1.05 Cr ,₹7500 per sqft ,,1800 sqft,Ready to Move,3 out of 4,New Property,North - East,"Garden/Park, Main Road",Freehold,"2 Covered,",4,4
2316,"1 BHK Flat for Sale in Rohini Sector 24, New Delhi",₹23 Lac ,₹5750 per sqft ,,1000 sqft,Ready to Move,1 out of 3,Resale,North - East,Main Road,Freehold,1 Covered,1,1
2317,"1 BHK House for Sale in Vasant Apartments, Acharya Niketan, Mayur Vihar New Delhi",₹72 Lac ,₹12000 per sqft ,,250 sqm,Ready to Move,12 out of 22,Resale,East,"Main Road, Garden/Park, Pool",Freehold,1 Covered,1,4
2318,"3 BHK Flat for Sale in Charms Castle, Garhi, Raj Nagar Extension, Ghaziabad",₹49 Lac ,₹3684 per sqft ,,2800 sqft,Poss. by Mar '24,2 out of 5,New Property,North - East,Garden/Park,Freehold,,2,3
2319,"3 BHK Flat for Sale in Govindpuri Main, New Delhi",₹55 Lac ,₹7453 per sqft ,,1100 sqft,Ready to Move,3 out of 11,Resale,North - East,"Garden/Park, Pool, Main Road",Freehold,,2,4
2320,"2 BHK Flat for Sale in Unity the Amaryllis, Karol Bagh, New Delhi",₹2.90 Cr ,₹23181 per sqft ,,762 sqft,Ready to Move,9 out of 18,New Property,North - East,Garden/Park,Freehold,,2,1
2321,"3 BHK Flat for Sale in SBTL Caladium, Sector 109, Gurgaon",₹1.35 Cr ,₹7181 per sqft ,,,Ready to Move,1 out of 4,Resale,East,,Freehold,,3,
2322,"2 BHK Flat for Sale in Balaji Enclave, Govindpuram, Ghaziabad",₹18 Lac ,₹2500 per sqft ,,,Ready to Move,1 out of 2,Resale,,,Freehold,,2,
2323,"2 BHK Flat for Sale in DDA LIG Flats, Hari Nagar, New Delhi",₹85 Lac ,₹7083 per sqft ,,,Ready to Move,10 out of 19,Resale,,,Leasehold,,2,
2324,"7 BHK House for Sale in Sector 40 Block E, Dadri Road Noida",₹5.50 Cr ,₹20438 per sqft ,,,Ready to Move,23 out of 32,New Property,,,,,7,
2325,"4 BHK Flat for Sale in DLF Westend Height, DLF City Phase 5, Gurgaon",₹4.80 Cr ,₹16842 per sqft ,,,Ready to Move,1 out of 4,Resale,,,,,4,
2326,"2 BHK Flat for Sale in Jaypee Greens Garden Isles, Sector 133, Noida Express Way, Noida",₹66.3 Lac ,₹5500 per sqft ,,,Ready to Move,1 out of 4,Resale,,,,,2,
2327,2 BHK Flat for Sale in Ghaziabad,₹32 Lac ,₹4183 per sqft ,,,Ready to Move,1 out of 5,Resale,,,,,2,
2328,"3 BHK Flat for Sale in Pankha Road, New Delhi",₹85 Lac ,₹8072 per sqft ,,,Ready to Move,1 out of 4,Resale,,,,,2,
2329,"3 BHK Flat for Sale in Mansarover Garden, New Delhi",₹3.20 Cr ,₹17778 per sqft ,,,Ready to Move,5 out of 15,Resale,,,,,3,
2330,"1 BHK Flat for Sale in Vaishali Sector 3, Ghaziabad",₹18 Lac ,₹4800 per sqft ,,,Ready to Move,10 out of 21,Resale,,,,,1,
2331,"2 BHK Flat for Sale in M3M Marina, Sector 68, Gurgaon",₹1.20 Cr ,₹9646 per sqft ,,,Ready to Move,Ground out of 4,Resale,,,,,2,
2332,"3 BHK Flat for Sale in Sector 27, Gurgaon",₹2 Cr ,₹12870 per sqft ,,,Ready to Move,19 out of 21,Resale,,,,,3,
2333,"3 BHK Flat for Sale in Dwarka Sector 14, New Delhi",₹1.41 Cr ,₹15594 per sqft ,,,Ready to Move,23 out of 24,Resale,,,,,2,
2334,"4 BHK Flat for Sale in Sector 137, Noida Express Way, Noida",₹1.40 Cr ,₹7368 per sqft ,,,Ready to Move,12 out of 21,Resale,,,,,4,
2335,"3 BHK Flat for Sale in Nirala Estate Phase 2, Noida Extension Block A, Noida",₹93.8 Lac ,₹7500 per sqft ,,,Poss. by Nov '23,8 out of 23,New Property,,,,,3,
2336,"4 BHK Flat for Sale in Sector 27, Gurgaon",₹2.05 Cr ,₹11536 per sqft ,,,Ready to Move,1 out of 14,Resale,,,,,4,
2337,"3 BHK Flat for Sale in Sector 27, Gurgaon",₹1.80 Cr ,₹11583 per sqft ,,,Ready to Move,,Resale,,,,,3,
2338,"3 BHK Flat for Sale in Sector 27, Gurgaon",₹1.86 Cr ,₹12000 per sqft ,,,Ready to Move,,Resale,,,,,3,
2339,2 BHK House for Sale in Vikash Nagar New Delhi,₹28 Lac ,₹6292 per sqft ,,,,,Resale,,,,,2,
2340,"3 BHK Flat for Sale in Sector 28, Noida Sector 18 Metro, Noida",₹1.50 Cr ,₹6522 per sqft ,,884 sqft,Ready to Move,2 out of 2,Resale,East,Main Road,Freehold,1 Covered,2,3
2341,"2 BHK Flat for Sale in Sector 28, Noida Sector 18 Metro, Noida",₹1.50 Cr ,₹10714 per sqft ,,525 sqft,Ready to Move,2 out of 2,Resale,East,Main Road,Power Of Attorney,2 Open,4,1
2342,2 BHK Flat for Sale in Greater Noida,₹49 Lac ,₹4434 per sqft ,,540 sqft,Ready to Move,21 out of 25,Resale,South -West,Main Road,Freehold,"1 Covered,",2,1
2343,2 BHK House for Sale in Palam Vihar Extension Gurgaon,₹35 Lac ,₹6667 per sqft ,,810 sqft,Ready to Move,1 out of 2,Resale,North - East,Main Road,Freehold,,2,3
2344,4 BHK House for Sale in Uttam Nagar West New Delhi,₹69.3 Lac ,₹6420 per sqft ,,850 sqft,Ready to Move,Ground out of 2,Resale,East,"Pool, Garden/Park, Main Road",Freehold,,2,2
2345,5 BHK House for Sale in the professional New Delhi,₹4.15 Cr ,₹50610 per sqft ,,1836 sqft,Ready to Move,Ground out of 4,Resale,East,"Main Road, Garden/Park, Pool",Leasehold,,6,4
